shape,rid,role,text,name,note,processor_flagged
"X6 abbreviated alt (ends ׳)","O00789","alt","סִפּ׳","סִיפּוּק²","","false"
"X6 abbreviated alt (ends ׳)","O00790","alt","סִפּ׳","סִיפּוּק³","","false"
"X6 abbreviated alt (ends ׳)","O00791","alt","סִפּ׳","סִיפּוּר","","false"
"X6 abbreviated alt (ends ׳)","O00794","alt","סִפְ׳","סִיפְטָא","","false"
"X6 abbreviated alt (ends ׳)","O00806","alt","סִפְ׳","סִיפְתָא","","false"
"X6 abbreviated alt (ends ׳)","O00806","alt","שִׂ׳","סִיפְתָא","","false"
"X6 abbreviated alt (ends ׳)","O00810","alt","סִקֹ׳","סִיקוֹסִים","","false"
"X6 abbreviated alt (ends ׳)","O00811","alt","סִקֹ׳","סִיקוֹסִים²","","false"
"X6 abbreviated alt (ends ׳)","O00814","alt","סִיקִי׳","*סִיקוּרָה","","false"
"X6 abbreviated alt (ends ׳)","O00821","alt","סִקְ׳","סִיקְרָא II","","false"
"X6 abbreviated alt (ends ׳)","O00822","alt","סִקְ׳","סִיקְרָא III","","false"
"X6 abbreviated alt (ends ׳)","O00825","alt","סִקָ׳","סִיקָרִיקוֹן","","false"
"X6 abbreviated alt (ends ׳)","O00831","alt","סִרְ׳","סִירְגּוּל","","false"
"X6 abbreviated alt (ends ׳)","O00835","alt","סֵר׳","סֵירוּב","","false"
"X6 abbreviated alt (ends ׳)","O00836","alt","סֵר׳","סֵירוּג","","false"
"X6 abbreviated alt (ends ׳)","O00837","alt","סֵר׳","סֵירוּחַ","","false"
"X6 abbreviated alt (ends ׳)","O00841","alt","סֵר׳","סֵירוּס","","false"
"X6 abbreviated alt (ends ׳)","O00843","alt","סִרְ׳","סִירְחָא II","","false"
"X6 abbreviated alt (ends ׳)","O00844","alt","סֵרָ׳","סֵירָחוֹן","","false"
"X6 abbreviated alt (ends ׳)","O00864","alt","סִיתְוָ׳","סִיתְוָא","","false"
"X6 abbreviated alt (ends ׳)","O00866","alt","סִתּ׳","סִיתּוּת","","false"
"X6 abbreviated alt (ends ׳)","O00876","alt","סַכְוָו׳","סַכְוָאָה","","false"
"X6 abbreviated alt (ends ׳)","O00890","alt","סְ׳","סָכוּתָא","","false"
"X6 abbreviated alt (ends ׳)","O00891","alt","סְ׳","סָכוּתָא²","","false"
"X6 abbreviated alt (ends ׳)","O00913","alt","סוּכְ׳","סִכְלָא","","false"
"X6 abbreviated alt (ends ׳)","O00913","alt","שִׂ׳","סִכְלָא","","false"
"X6 abbreviated alt (ends ׳)","O00913","alt","שׂוּ׳","סִכְלָא","","false"
"X6 abbreviated alt (ends ׳)","O00916","alt","סָכְלְ׳","סְכַלְתָּא","","false"
"X6 abbreviated alt (ends ׳)","O00925","alt","סִי׳","סִכְנָא","","false"
"X6 abbreviated alt (ends ׳)","O00929","alt","סִי׳","סִכְנִין","","false"
"X6 abbreviated alt (ends ׳)","O00945","alt","סִי׳","סִכְּתָא","","false"
"X6 abbreviated alt (ends ׳)","O00946","alt","סִיכְ׳","סִכְתָא","","false"
"X6 abbreviated alt (ends ׳)","O00960","alt","סִי׳","סִלְוָא","","false"
"X6 abbreviated alt (ends ׳)","O00989","alt","סְלוּ׳","סְלִילָה","","false"
"X6 abbreviated alt (ends ׳)","O01010","alt","סִילְ׳","סִלְסוּל","","false"
"X6 abbreviated alt (ends ׳)","O01016","alt","סִי׳","סִלְעָא","","false"
"X6 abbreviated alt (ends ׳)","O01028","alt","סִי׳","סִלְקָא","","false"
"X6 abbreviated alt (ends ׳)","O01029","alt","סִי׳","סִלְקָא²","","false"
"X6 abbreviated alt (ends ׳)","O01045","alt","סוּלְ׳","סֹלַת","","false"
"X6 abbreviated alt (ends ׳)","O01073","alt","סִמּוֹ׳","סְמוֹקְרִי","","false"
"X6 abbreviated alt (ends ׳)","O01084","alt","סִי׳","סִמְיוֹן","","false"
"X6 abbreviated alt (ends ׳)","O01085","alt","סִי׳","*סִמְיוֹנָא","","false"
"X6 abbreviated alt (ends ׳)","O01105","alt","סִי׳","סִמְלוֹן","","false"
"X6 abbreviated alt (ends ׳)","O01108","alt","סִי׳","סִמְלָק","","false"
"X6 abbreviated alt (ends ׳)","O01124","alt","סִמְפֹּנְ׳","סִמְפּוֹן","","false"
"X6 abbreviated alt (ends ׳)","O01126","alt","סִימְ׳","סִמְפּוֹרִין","","false"
"X6 abbreviated alt (ends ׳)","O01128","alt","סַנְפִּי׳","סַמְפִּירִינוֹן","","false"
"X6 abbreviated alt (ends ׳)","O01128","alt","סַמְפִּרִ׳","סַמְפִּירִינוֹן","","false"
"X6 abbreviated alt (ends ׳)","O01128","alt","סַנְפִּרִ׳","סַמְפִּירִינוֹן","","false"
"X6 abbreviated alt (ends ׳)","O01132","alt","סַ׳","סָמְקָן","","false"
"X6 abbreviated alt (ends ׳)","O01168","alt","צִנַּ׳","סִנַּבְרַאי","","false"
"X6 abbreviated alt (ends ׳)","O01168","alt","צִינַּ׳","סִנַּבְרַאי","","false"
"X6 abbreviated alt (ends ׳)","O01199","alt","שְׂ׳","סְנוּאֲתָא","","false"
"X6 abbreviated alt (ends ׳)","O01205","alt","סִי׳","סִנּוּק","","false"
"X6 abbreviated alt (ends ׳)","O01206","alt","סִינּ׳","סִנּוֹקֶרֶת","","false"
"X6 abbreviated alt (ends ׳)","O01218","alt","סַנְטֵי׳","סַנְטֵרָא","","false"
"X6 abbreviated alt (ends ׳)","O01218","alt","סַנְטוֹ׳","סַנְטֵרָא","","false"
"X6 abbreviated alt (ends ׳)","O01263","alt","סִינְ׳","סִנְקְלִיטוֹס","","false"
"X6 abbreviated alt (ends ׳)","O01263","alt","סוּנְ׳","סִנְקְלִיטוֹס","","false"
"X6 abbreviated alt (ends ׳)","O01265","alt","סִינְ׳","סִנְקְלִרטִיקוֹס","","false"
"X6 abbreviated alt (ends ׳)","O01266","alt","סִינ׳","סִנְקַתִּדְרוֹן","","false"
"X6 abbreviated alt (ends ׳)","O01266","alt","סוּנְ׳","סִנְקַתִּדְרוֹן","","false"
"X6 abbreviated alt (ends ׳)","O01267","alt","סִינְ׳","סִנְקַתִּדְרוֹס","","false"
"X6 abbreviated alt (ends ׳)","O01267","alt","סוּנְ׳","סִנְקַתִּדְרוֹס","","false"
"X6 abbreviated alt (ends ׳)","O01272","alt","סַסְגְּוָו׳","סַסְגּוֹנָא","","false"
"X6 abbreviated alt (ends ׳)","O01310","alt","סֵי׳","סִפָּא","","false"
"X6 abbreviated alt (ends ׳)","O01326","alt","סִפְּ׳","סִפְוָוא","","false"
"X6 abbreviated alt (ends ׳)","O01368","alt","סְפִקוּלָ׳","סְפִיקוּלָא I","","false"
"X6 abbreviated alt (ends ׳)","O01382","alt","סִיפְ׳","סִפְלָא","","false"
"X6 abbreviated alt (ends ׳)","O01398","alt","סִיפְ׳","סַפְסְלָא","","false"
"X6 abbreviated alt (ends ׳)","O01399","alt","סִיפְ׳","סִפְסֵף","","false"
"X6 abbreviated alt (ends ׳)","O01408","alt","סְפֵי׳","סְפֵקָא","","false"
"X6 abbreviated alt (ends ׳)","O01426","alt","סִי׳","סִפְרָא","","false"
"X6 abbreviated alt (ends ׳)","O01481","alt","שְׁקִי׳","סְקִיפַס","","false"
"X6 abbreviated alt (ends ׳)","O01605","alt","סְרִגְ׳","סְרִיגְתָּא","","false"
"X6 abbreviated alt (ends ׳)","O01610","alt","סֵי׳","סֵרָיוּת","","false"
"X6 abbreviated alt (ends ׳)","O01613","alt","סִירְ׳","סִרְיָינָא","","false"
"X6 abbreviated alt (ends ׳)","O01637","alt","סִירְ׳","סִרְכָא","","false"
"X6 abbreviated alt (ends ׳)","O01650","alt","סִירְ׳","סִרְסוּר","","false"
"X6 abbreviated alt (ends ׳)","O01651","alt","סִירְ׳","סִרְסוּר²","","false"
"X6 abbreviated alt (ends ׳)","O01675","alt","סִירְ׳","סַרְקָיָא","","false"
"X6 abbreviated alt (ends ׳)","O01684","alt","סִי׳","סִתְוָא","","false"
"X6 abbreviated alt (ends ׳)","O01685","alt","סִתְוָנִ׳","סִתְוָונִית","","false"
"X6 abbreviated alt (ends ׳)","O01685","alt","סִיתְ׳","סִתְוָונִית","","false"
"X6 abbreviated alt (ends ׳)","O01716","alt","סִי׳","סִתְרָא","","false"
"X6 abbreviated alt (ends ׳)","P00054","alt","עֲבֵרְ׳","עֲבֵירְתָּא","","false"
"X6 abbreviated alt (ends ׳)","P00063","alt","עָ׳","עֵבַר","","false"
"X6 abbreviated alt (ends ׳)","P00072","alt","עִי׳","עִבְרַי","","false"
"X6 abbreviated alt (ends ׳)","P00101","alt","עֵגְ׳","עֶגְלְתָא","","false"
"X6 abbreviated alt (ends ׳)","P00101","alt","עִיגְ׳","עֶגְלְתָא","","false"
"X6 abbreviated alt (ends ׳)","P00121","alt","עִ׳","עַדְבָא","","false"
"X6 abbreviated alt (ends ׳)","P00121","alt","עִי׳","עַדְבָא","","false"
"X6 abbreviated alt (ends ׳)","P00125","alt","עִדְ׳","עַדְוָא","","false"
"X6 abbreviated alt (ends ׳)","P00167","alt","עֶ׳","עַדְרָא","","false"
"X6 abbreviated alt (ends ׳)","P00179","alt","עוּבְיָי׳","עוּבְיָא","","false"
"X6 abbreviated alt (ends ׳)","P00219","alt","עֻזָּ׳","עוּזָּא II","","false"
"X6 abbreviated alt (ends ׳)","P00221","alt","עֻזִּ׳","עוּזִּיאֵל","","false"
"X6 abbreviated alt (ends ׳)","P00222","alt","עֻזִּ׳","עוּזִּיָּה","","false"
"X6 abbreviated alt (ends ׳)","P00228","alt","עֲוָו׳","עֲוָיָא","","false"
"X6 abbreviated alt (ends ׳)","P00229","alt","עִוְו׳","עִוְיָא","","false"
"X6 abbreviated alt (ends ׳)","P00233","alt","עֲוִו׳","עֲוִיר","","false"
"X6 abbreviated alt (ends ׳)","P00233","alt","עַוִּ׳","עֲוִיר","","false"
"X6 abbreviated alt (ends ׳)","P00245","alt","עַוְו׳","עַוְלָא","","false"
"X6 abbreviated alt (ends ׳)","P00246","alt","עַוָּו׳","עַוָּלָא","","false"
"X6 abbreviated alt (ends ׳)","P00257","alt","עוּלֵמ׳","עוּלֵימוּ","","false"
"X6 abbreviated alt (ends ׳)","P00259","alt","עוּלֵמ׳","עוּלֵימִית","","false"
"X6 abbreviated alt (ends ׳)","P00273","alt","עַוְו׳","עַוְלְתָא","","false"
"X6 abbreviated alt (ends ׳)","P00285","alt","עוֹ׳","עוּמְקָא II","","false"
"X6 abbreviated alt (ends ׳)","P00308","alt","עוֹ׳","עוּנְתָא","","false"
"X6 abbreviated alt (ends ׳)","P00335","alt","עַקְ׳","עוֹקְמָן","","false"
"X6 abbreviated alt (ends ׳)","P00337","alt","עַקְ׳","עוּקְמָנוּתָא","","false"
"X6 abbreviated alt (ends ׳)","P00357","alt","עָרְ׳","עוּרְלָא","","false"
"X6 abbreviated alt (ends ׳)","P00367","alt","עוֹ׳","עוּשְׁנָא","","false"
"X6 abbreviated alt (ends ׳)","P00371","alt","עוֹ׳","עוּשְׁקָא","","false"
"X6 abbreviated alt (ends ׳)","P00378","alt","עַוְו׳","עַוְתָא","","false"
"X6 abbreviated alt (ends ׳)","P00379","alt","עַוְו׳","עַוְתָא²","","false"
"X6 abbreviated alt (ends ׳)","P00381","alt","עַוְו׳","עַוְתָנַאי","","false"
"X6 abbreviated alt (ends ׳)","P00384","alt","עָתְ׳","עוֹתַר","","false"
"X6 abbreviated alt (ends ׳)","P00395","alt","עַ׳","עִזְגַּד","","false"
"X6 abbreviated alt (ends ׳)","P00406","alt","עַזְ׳","עֻזְיָא","","false"
"X6 abbreviated alt (ends ׳)","P00416","alt","עִי׳","עִזְלָא","","false"
"X6 abbreviated alt (ends ׳)","P00420","alt","עִי׳","עִזְקָא","","false"
"X6 abbreviated alt (ends ׳)","P00421","alt","עִי׳","עִזְקָא²","","false"
"X6 abbreviated alt (ends ׳)","P00421","alt","עִיזְ׳","עִזְקָא²","","false"
"X6 abbreviated alt (ends ׳)","P00464","alt","עֲטַלֵּי׳","עֲטַלֵּפָא","","false"
"X6 abbreviated alt (ends ׳)","P00465","alt","עִיטְ׳","עֲטַם","","false"
"X6 abbreviated alt (ends ׳)","P00482","alt","עִי׳","עִטְרָן","","false"
"X6 abbreviated alt (ends ׳)","P00483","alt","עִי׳","עִטְרָנָא","","false"
"X6 abbreviated alt (ends ׳)","P00491","alt","עִבּ׳","עִיבּוּר","","false"
"X6 abbreviated alt (ends ׳)","P00492","alt","עִבּ׳","עִיבּוּר²","","false"
"X6 abbreviated alt (ends ׳)","P00493","alt","עֲבִי׳","עִיבִידָא","","false"
"X6 abbreviated alt (ends ׳)","P00496","alt","עֶבְ׳","עֵיבַר II","","false"
"X6 abbreviated alt (ends ׳)","P00497","alt","עִגּ׳","עִיגּוּל","","false"
"X6 abbreviated alt (ends ׳)","P00498","alt","עִגּ׳","עִיגּוּל²","","false"
"X6 abbreviated alt (ends ׳)","P00499","alt","עִגּ׳","עִיגּוּן","","false"
"X6 abbreviated alt (ends ׳)","P00501","alt","עִג׳","עֵיגַל","","false"
"X6 abbreviated alt (ends ׳)","P00501","alt","עֶגְ׳","עֵיגַל","","false"
"X6 abbreviated alt (ends ׳)","P00506","alt","עִדּ׳","עִידּוּי","","false"
"X6 abbreviated alt (ends ׳)","P00507","alt","עִדּ׳","עִידּוּי²","","false"
"X6 abbreviated alt (ends ׳)","P00509","alt","עִדּ׳","עִידּוֹן","","false"
"X6 abbreviated alt (ends ׳)","P00515","alt","עִדָּ׳","עִידָּן²","","false"
"X6 abbreviated alt (ends ׳)","P00529","alt","עֵטְ׳","עֵיטָא","","false"
"X6 abbreviated alt (ends ׳)","P00533","alt","עִפּ׳","עִיטּוּר","","false"
"X6 abbreviated alt (ends ׳)","P00538","alt","עִטְ׳","עִיטְפָא","","false"
"X6 abbreviated alt (ends ׳)","P00560","alt","עִכּ׳","עִיכּוּב","","false"
"X6 abbreviated alt (ends ׳)","P00561","alt","עִכּ׳","עִיכּוּבָא","","false"
"X6 abbreviated alt (ends ׳)","P00562","alt","עִכּ׳","עִיכּוֹל","","false"
"X6 abbreviated alt (ends ׳)","P00565","alt","עִי׳","עֵיל","","false"
"X6 abbreviated alt (ends ׳)","P00569","alt","עִל׳","עִילָאָה","","false"
"X6 abbreviated alt (ends ׳)","P00572","alt","עֲלַ׳","עִילָוֵי","","false"
"X6 abbreviated alt (ends ׳)","P00573","alt","עִלּ׳","עִילּוּי","","false"
"X6 abbreviated alt (ends ׳)","P00574","alt","עִלּ׳","עִילּוּיָא","","false"
"X6 abbreviated alt (ends ׳)","P00582","alt","עֲלִי׳","עִילִיתָא II","","false"
"X6 abbreviated alt (ends ׳)","P00592","alt","עִמּ׳","עִימּוּר","","false"
"X6 abbreviated alt (ends ׳)","P00593","alt","עִמּ׳","עִימּוּר²","","false"
"X6 abbreviated alt (ends ׳)","P00596","alt","עִמְ׳","עִימְעוּם²","","false"
"X6 abbreviated alt (ends ׳)","P00604","alt","עֵנְ׳","עֵינְבּוּל","","false"
"X6 abbreviated alt (ends ׳)","P00605","alt","עִנְ׳","עִינְבּוֹל","","false"
"X6 abbreviated alt (ends ׳)","P00608","alt","עִנּ׳","עִינּוּג","","false"
"X6 abbreviated alt (ends ׳)","P00611","alt","עִנּ׳","עִינּוּי","","false"
"X6 abbreviated alt (ends ׳)","P00612","alt","עִנּ׳","עִינּוּי²","","false"
"X6 abbreviated alt (ends ׳)","P00613","alt","עִנּ׳","עִינּוּיָא","","false"
"X6 abbreviated alt (ends ׳)","P00614","alt","עִנּ׳","עִינּוּיָא²","","false"
"X6 abbreviated alt (ends ׳)","P00618","alt","עַיְי׳","עַיְנוּתָא","","false"
"X6 abbreviated alt (ends ׳)","P00623","alt","עִינְיָ׳","עִינְיָין","","false"
"X6 abbreviated alt (ends ׳)","P00630","alt","עִסּ׳","עִיסּוּק","","false"
"X6 abbreviated alt (ends ׳)","P00631","alt","עִיסֻּרְ׳","עִיסּוּרְיָתָא","","false"
"X6 abbreviated alt (ends ׳)","P00631","alt","עִישּׂוֹרְ׳","עִיסּוּרְיָתָא","","false"
"X6 abbreviated alt (ends ׳)","P00640","alt","עִפּ׳","עִיפּוּי","","false"
"X6 abbreviated alt (ends ׳)","P00645","alt","עִצּ׳","עִיצּוּם","","false"
"X6 abbreviated alt (ends ׳)","P00647","alt","עִצּ׳","עִיצּוּר²","","false"
"X6 abbreviated alt (ends ׳)","P00652","alt","עָיְי׳","עָיְקָא","","false"
"X6 abbreviated alt (ends ׳)","P00653","alt","עָיְי׳","עָיְקָא²","","false"
"X6 abbreviated alt (ends ׳)","P00657","alt","עִקּ׳","עִיקּוּלָא","","false"
"X6 abbreviated alt (ends ׳)","P00658","alt","עִקּ׳","עִיקּוּם","","false"
"X6 abbreviated alt (ends ׳)","P00659","alt","עִקּ׳","עִיקּוּמָא","","false"
"X6 abbreviated alt (ends ׳)","P00660","alt","עִקּ׳","עִיקּוּר","","false"
"X6 abbreviated alt (ends ׳)","P00667","alt","עִקָּ׳","עִיקָּר²","","false"
"X6 abbreviated alt (ends ׳)","P00680","alt","עֵר׳","עֵירוּב","","false"
"X6 abbreviated alt (ends ׳)","P00681","alt","עֵר׳","עֵירוּבָא","","false"
"X6 abbreviated alt (ends ׳)","P00682","alt","עֵר׳","עֵירוּבָא²","","false"
"X6 abbreviated alt (ends ׳)","P00692","alt","עִירְיְי׳","עִירִיתָא","","false"
"X6 abbreviated alt (ends ׳)","P00692","alt","עֶרְ׳","עִירִיתָא","","false"
"X6 abbreviated alt (ends ׳)","P00698","alt","עוּ׳","עִירְרָה","","false"
"X6 abbreviated alt (ends ׳)","P00701","alt","עִשּׁ׳","עִישּׁוּנָא","","false"
"X6 abbreviated alt (ends ׳)","P00778","alt","עֲלָ׳","עָלָוָון","","false"
"X6 abbreviated alt (ends ׳)","P00784","alt","עֲלָ׳","עָלָוָן","","false"
"X6 abbreviated alt (ends ׳)","P00793","alt","עֲלוּ׳","עֲלִיבָא","","false"
"X6 abbreviated alt (ends ׳)","P00814","alt","עֲלִי׳","עִלִיתָא","","false"
"X6 abbreviated alt (ends ׳)","P00817","alt","עָ׳","עֲלַל II","","false"
"X6 abbreviated alt (ends ׳)","P00823","alt","עַלְ׳","עָלַם III","","false"
"X6 abbreviated alt (ends ׳)","P00830","alt","עִי׳","עֲלַע","","false"
"X6 abbreviated alt (ends ׳)","P00831","alt","עִי׳","עִלְעוֹל","","false"
"X6 abbreviated alt (ends ׳)","P00835","alt","עִילְ׳","עלְעִל","","false"
"X6 abbreviated alt (ends ׳)","P00837","alt","עֵו׳","עִלְעֵל","","false"
"X6 abbreviated alt (ends ׳)","P00846","alt","עְ׳","עָלָתָא","","false"
"X6 abbreviated alt (ends ׳)","P00858","alt","עוֹ׳","עֹמֶד","","false"
"X6 abbreviated alt (ends ׳)","P00893","alt","עֲ׳","עָמִירָא","","false"
"X6 abbreviated alt (ends ׳)","P00911","alt","עִי׳","עִמְסוֹנִי","","false"
"X6 abbreviated alt (ends ׳)","P00922","alt","עַמְ׳","עָמְקָא","","false"
"X6 abbreviated alt (ends ׳)","P00924","alt","עִימְ׳","עִמְקוּתָא","","false"
"X6 abbreviated alt (ends ׳)","P00943","alt","עִי׳","עִנְּבָא","","false"
"X6 abbreviated alt (ends ׳)","P00947","alt","עִי׳","עֵנַבְתָּא","","false"
"X6 abbreviated alt (ends ׳)","P00962","alt","עִינְוָ׳","עֶנְוָן","","false"
"X6 abbreviated alt (ends ׳)","P00965","alt","עִנְוְו׳","עִנְוְתָן","","false"
"X6 abbreviated alt (ends ׳)","P00965","alt","עִינְ׳","עִנְוְתָן","","false"
"X6 abbreviated alt (ends ׳)","P00966","alt","עִנְיְו׳","עִנְוְתָן²","","false"
"X6 abbreviated alt (ends ׳)","P00966","alt","עִינְ׳","עִנְוְתָן²","","false"
"X6 abbreviated alt (ends ׳)","P00967","alt","עִנְוְו׳","עִנְוְתָנוּת","","false"
"X6 abbreviated alt (ends ׳)","P00967","alt","עִינְ׳","עִנְוְתָנוּת","","false"
"X6 abbreviated alt (ends ׳)","P00968","alt","עִנְוְו׳","עִנְוְתָנוּתָא","","false"
"X6 abbreviated alt (ends ׳)","P00968","alt","עִינְ׳","עִנְוְתָנוּתָא","","false"
"X6 abbreviated alt (ends ׳)","P00992","alt","עִי׳","עִנְיָן","","false"
"X6 abbreviated alt (ends ׳)","P00993","alt","עִנְיָי׳","עִנְיָנָא","","false"
"X6 abbreviated alt (ends ׳)","P00993","alt","עִי׳","עִנְיָנָא","","false"
"X6 abbreviated alt (ends ׳)","P00996","alt","עַנִי׳","עַנִּיתָא","","false"
"X6 abbreviated alt (ends ׳)","P01011","alt","עִי׳","עִנְקָא","","false"
"X6 abbreviated alt (ends ׳)","P01011","alt","עוּ׳","עִנְקָא","","false"
"X6 abbreviated alt (ends ׳)","P01021","alt","עוּ׳","עַנְתָא","","false"
"X6 abbreviated alt (ends ׳)","P01021","alt","עִי׳","עַנְתָא","","false"
"X6 abbreviated alt (ends ׳)","P01026","alt","עֵנְתּוֹנְדְּ׳","עֵנְתּוֹדְרָיָא","","false"
"X6 abbreviated alt (ends ׳)","P01034","alt","עִי׳","עִסְבָּא","","false"
"X6 abbreviated alt (ends ׳)","P01056","alt","עִי׳","עִסְקָא","","false"
"X6 abbreviated alt (ends ׳)","P01083","alt","חֲ׳","עֲפָרַיִים","","false"
"X6 abbreviated alt (ends ׳)","P01089","alt","עֵי׳","עֵצָא","","false"
"X6 abbreviated alt (ends ׳)","P01148","alt","עִי׳","עִקְבָא","","false"
"X6 abbreviated alt (ends ׳)","P01150","alt","עֲקֵי׳","עֲקֵבָא","","false"
"X6 abbreviated alt (ends ׳)","P01175","alt","עֲקֵדְ׳","עֲקֵידְתָּא","","false"
"X6 abbreviated alt (ends ׳)","P01193","alt","עִי׳","עִקְלָא","","false"
"X6 abbreviated alt (ends ׳)","P01255","alt","עָרְ׳","עַרְבָא I","","false"
"X6 abbreviated alt (ends ׳)","P01255","alt","עֶרְ׳","עַרְבָא I","","false"
"X6 abbreviated alt (ends ׳)","P01255","alt","עִרְ׳","עַרְבָא I","","false"
"X6 abbreviated alt (ends ׳)","P01255","alt","עִי׳","עַרְבָא I","","false"
"X6 abbreviated alt (ends ׳)","P01260","alt","עִי׳","עִרְבֵּב","","false"
"X6 abbreviated alt (ends ׳)","P01267","alt","עִי׳","עִרְבּוּב","","false"
"X6 abbreviated alt (ends ׳)","P01268","alt","עִי׳","עִרְבּוּב²","","false"
"X6 abbreviated alt (ends ׳)","P01269","alt","עִרְ׳","עַרְבּוּבְיָא","","false"
"X6 abbreviated alt (ends ׳)","P01269","alt","עִירְ׳","עַרְבּוּבְיָא","","false"
"X6 abbreviated alt (ends ׳)","P01270","alt","עִי׳","עִרְבּוּבִיתָא","","false"
"X6 abbreviated alt (ends ׳)","P01272","alt","עֵי׳","עֵרָבוֹן","","false"
"X6 abbreviated alt (ends ׳)","P01273","alt","עֵי׳","עֵרָבוֹן²","","false"
"X6 abbreviated alt (ends ׳)","P01336","alt","עַרְטִלּ׳","עַרְטִיל","","false"
"X6 abbreviated alt (ends ׳)","P01336","alt","עַרְטוּ׳","עַרְטִיל","","false"
"X6 abbreviated alt (ends ׳)","P01337","alt","עַרְטַלְיוּ׳","עַרְטִילָּיוּתָא","","false"
"X6 abbreviated alt (ends ׳)","P01355","alt","עֵי׳","עֵרָיִין","","false"
"X6 abbreviated alt (ends ׳)","P01356","alt","עָ׳","עֲרִיךְ","","false"
"X6 abbreviated alt (ends ׳)","P01417","alt","עִירְ׳","עִרְעֵר","","false"
"X6 abbreviated alt (ends ׳)","P01465","alt","עִי׳","עֲשַׂב","","false"
"X6 abbreviated alt (ends ׳)","P01478","alt","עֲשִׁי׳","עַשִּׁין","","false"
"X6 abbreviated alt (ends ׳)","P01480","alt","עֲ׳","*עָשִׁיק","","false"
"X6 abbreviated alt (ends ׳)","P01481","alt","עֲ׳","עָשִׁיק","","false"
"X6 abbreviated alt (ends ׳)","P01484","alt","עֲסִ׳","עֲשִׂירָאָה","","false"
"X6 abbreviated alt (ends ׳)","P01492","alt","עוֹשְׁ׳","עָשְׁנָא","","false"
"X6 abbreviated alt (ends ׳)","P01492","alt","עוּשְׁ׳","עָשְׁנָא","","false"
"X6 abbreviated alt (ends ׳)","P01508","alt","עִסְ׳","עִשְׂרוֹנָא","","false"
"X6 abbreviated alt (ends ׳)","P01508","alt","עֶ׳","עִשְׂרוֹנָא","","false"
"X6 abbreviated alt (ends ׳)","P01519","alt","עִישְׁ׳","עֶשְׁתּוֹנָא","","false"
"X6 abbreviated alt (ends ׳)","P01549","alt","עָ׳","עַתְרָא II","","false"
"X6 abbreviated alt (ends ׳)","Q00006","alt","פֵּי׳","פֵּאָה","","false"
"X6 abbreviated alt (ends ׳)","Q00044","alt","פָּנ׳","פָּגוּטְיָה","","false"
"X6 abbreviated alt (ends ׳)","Q00055","alt","פִּיגְ׳","פִּגְיוֹן","","false"
"X6 abbreviated alt (ends ׳)","Q00061","alt","פִּי׳","פְּגִימִין","","false"
"X6 abbreviated alt (ends ׳)","Q00095","alt","פַּ׳","פְּגַר III","","false"
"X6 abbreviated alt (ends ׳)","Q00107","alt","פִּידָ׳","פְּדָגוֹג","","false"
"X6 abbreviated alt (ends ׳)","Q00108","alt","פַּדְגּוּ׳","פְּדָגוֹגָא","","false"
"X6 abbreviated alt (ends ׳)","Q00132","alt","פִּי׳","פְּדַע II","","false"
"X6 abbreviated alt (ends ׳)","Q00135","alt","פִּי׳","פִּדְרָא","","false"
"X6 abbreviated alt (ends ׳)","Q00172","alt","פַּזְ׳","פּוּזְמְקֵי","","false"
"X6 abbreviated alt (ends ׳)","Q00231","alt","פּוֹלְמַ׳","פּוֹלִימַרְכוֹס","","false"
"X6 abbreviated alt (ends ׳)","Q00303","alt","פֹּעֲ׳","פּוֹעַל II","","false"
"X6 abbreviated alt (ends ׳)","Q00347","alt","פִּרְ׳","פּוּרְיוֹמָא","","false"
"X6 abbreviated alt (ends ׳)","Q00380","alt","פּוּרְפִּי׳","פּוּרְפּוּרָא","","false"
"X6 abbreviated alt (ends ׳)","Q00381","alt","פורפי׳","פורפורון","","false"
"X6 abbreviated alt (ends ׳)","Q00382","alt","פּוּרְפִּי׳","פּוּרְפּוּרְיָא","","false"
"X6 abbreviated alt (ends ׳)","Q00383","alt","פּוּרְפִּי׳","פּוּרְפּוּרְיוֹן","","false"
"X6 abbreviated alt (ends ׳)","Q00391","alt","פֻּרְ׳","פּוּרְקָן","","false"
"X6 abbreviated alt (ends ׳)","Q00431","alt","פִּיזְ׳","פִּזְמָא","","false"
"X6 abbreviated alt (ends ׳)","Q00433","alt","פיז׳","פזמריקון","","false"
"X6 abbreviated alt (ends ׳)","Q00437","alt","פִּי׳","פִּזְרָא","","false"
"X6 abbreviated alt (ends ׳)","Q00441","alt","פּוּ׳","פָּחָא","","false"
"X6 abbreviated alt (ends ׳)","Q00450","alt","פַּחֲדִ׳","פַּחְדִּין","","false"
"X6 abbreviated alt (ends ׳)","Q00451","alt","פֶּי׳","פֶּחָה","","false"
"X6 abbreviated alt (ends ׳)","Q00529","alt","פַּטִּ׳","פְּטִישׁ","","false"
"X6 abbreviated alt (ends ׳)","Q00532","alt","פְּטִילְ׳","פְּטַלְיָא","","false"
"X6 abbreviated alt (ends ׳)","Q00541","alt","פִּיטְ׳","פִּטְפּוּט","","false"
"X6 abbreviated alt (ends ׳)","Q00542","alt","פִּיטְ׳","פִּטְפֵּט","","false"
"X6 abbreviated alt (ends ׳)","Q00578","alt","פִּגּ׳","פִּיגּוּל²","","false"
"X6 abbreviated alt (ends ׳)","Q00580","alt","פִּגּ׳","פִּיגּוּר","","false"
